Gene	EntrezId	AFR	AMR	ASJ	EAS	FIN	NFE	SAS	Mean
ABI1	10006	0.01397730334661901	0.008633259132038803	0.0023631674610078337	0.010662560928612947	0.005159187773242593	0.007583473559934646	0.005987898749299348	0.007767
ABI2	10152	0.007315373350866139	0.005811464157886803	0.0032847882993519307	0.0057739982753992085	0.006003263364546001	0.005422490412602201	0.003523465599864721	0.005305
ABI3	51225	0.02213437519967556	0.007858978395815938	0.009283774811774493	0.00641953447367996	0.012439581812359393	0.01055279724416323	0.007839463546406477	0.010933
ABI3BP	25890	0.7659740156400949	0.3909855298278853	0.5644633387308567	0.7141855999594554	0.41289887762628497	0.487191831273376	0.6437647510645911	0.568495
ABITRAM	54942	0.024108106661587955	0.009605199426878243	0.010967495888471603	0.005908395233564079	0.025265724551863968	0.03228078597283456	0.009116406019311398	0.016750
ABL1	25	0.08189838219434023	0.04512232025386766	0.08511315578594804	0.01665610616095364	0.06075700785964727	0.0461290871334495	0.020822464539669454	0.050928
ABL2	27	0.15225653286557644	0.07022522901184856	0.09609669663012027	0.04812670409679413	0.10787577217910439	0.11438119586848189	0.15850206154165788	0.106781
ABLIM1	3983	0.13801660334691404	0.022716252719983458	0.023341814735904336	0.03469055999536067	0.02874647323973477	0.01913393536116928	0.023322387852240355	0.041424
ABLIM2	84448	0.24545554828830063	0.14565840665483848	0.08363010006956756	0.2979372562980279	0.153954808707349	0.06654886905511376	0.01426226201467216	0.143921
ABLIM3	22885	0.04787193034309894	0.020234892866574226	0.054998856093734505	0.01704064950812608	0.031577965477481484	0.033557706783758474	0.04310769848059863	0.035484
ABO	28	0.6422365361591801	0.44905950939748435	0.6269519926793873	0.5602005269704387	0.6885611481545493	0.5310560297797201	0.5355116817052477	0.576225
ABR	29	0.2878586266608909	0.48480977582279594	0.4505162469856441	0.35108644046355036	0.3777105697616935	0.421381842646515	0.2148891649208963	0.369750
ABRA	137735	0.02001361995469779	0.022785484385676683	0.04284617140889168	0.015301304766908289	0.06706577296834439	0.03567953936348203	0.06258690945804118	0.038040
ABRACL	58527	8.840029314160347E-4	0.0010155062610283493	0.001118665635585785	6.397734303027391E-4	8.97021871060133E-5	8.491495705675333E-4	7.252750312909484E-4	0.000760
ABRAXAS1	84142	0.3888416314125061	0.699327421921771	0.38794064863584937	0.9393086970224976	0.5653436119761318	0.48039087601646313	0.5547102625877597	0.573695
ABRAXAS2	23172	0.0029473440814763306	0.00418701512273401	0.0013215310964733362	0.0038901399681344627	0.0013021082477644086	0.004247434715507552	0.011099121598526836	0.004142
ABT1	29777	0.03840528695378453	0.01107610325794667	0.008448808630928397	0.0042774373712018135	0.0028786928951740265	0.003869991825777106	0.002873134973924607	0.010261
ABTB1	80325	0.01246878171339631	0.01580169745720923	0.006895866161212325	0.014854641975834965	0.015776639911346136	0.020790849913610146	0.02359833868453279	0.015741
ABTB2	25841	0.044376087710261344	0.02234268873464316	0.016741521544754504	0.0210600678389892	0.033074420834891496	0.0374572187353624	0.020729224593378604	0.027969
AC000036.1	105373100	0.0	0.0	0.0	0.0	0.0	0.0	0	0.000000
AC000124.1	100506682	0.0	0.0	0.0	0.0	0.0	0.0	0	0.000000
AC002116.2	101927572	0.0	0	0	0	0	2.6020221994258464E-5	0	0.000004
AC002351.1	105369980	0.010603802725672722	0.005966587066650391	0.0	0.0	0.00816364586353302	0.0010613248776644468	0	0.003685
AC002454.1	101927497	1.1454753577709198E-4	0.0012077295035123824	0.0	0.0	0.0	0.0	0	0.000189
AC002460.1	105377480	0.0	0.0	0.0	0.0	0	0.0	0	0.000000
AC002463.1	101928012	0.0012602329161018134	0.001193317398428917	0.0	0.0	2.8620492666959764E-4	7.324543595314026E-4	0	0.000496
AC002467.1	101927974	0.022680412381887435	0.004773269593715668	0.0	0.0	0.0	4.662226745858788E-4	0	0.003989
AC002546.1	105371880	0.007447401341050863	0.001193317398428917	0	0	0	0.0013994401693344116	0	0.001434
AC003958.2	100505782	0.0	0.0	0.0	0.0	0.0	6.672004237771035E-5	0.0	0.000010
AC003984.1	101927378	0.08163265228271484	0.005980861186981201	0.0	0.0	0.0	6.697026547044515E-5	0	0.012526
AC003991.2	102723885	0	0	0	0	0	2.6652451604604723E-4	0	0.000038
AC004080.3	100534589	0.03009460065513849	0.003955020937137305	0.012136179823428392	0.010266115167178213	0.035017256373539564	0.016857643629191444	0.001529449087101966	0.015694
AC004130.1	101927811	0.0	0.0	0.0	0.0	0.0	0.0	0	0.000000
AC004148.1	105371506	0.0	0.0	0.0	0.0	0.0	6.687174085527659E-5	0	0.000010
AC004233.2	101929613	0.9014562111534178	0.7279236602783203	0.6166666793823242	0.5646043318510056	0.5793683151528239	0.6304080484574661	0	0.574347
AC004264.1	91370	0.0	0.0	0.0	0.0	0.0	0.0	0	0.000000
AC004415.1	100131472	0.0	0.0	0.0	0.0	0.0	0.0	0	0.000000
AC004540.1	441204	1.1452130042016506E-4	0.001193317398428917	0.0	0.0	0.0	0.0	0	0.000187
AC004540.2	105375304	0.0	0.0	0	0.0	0.0	0.0	0	0.000000
AC004593.1	102724484	0.005507113337516785	0	0	0	0	0	0	0.000787
AC004690.2	105375483	4.6674445271492E-4	0.0	0.0	0.02777777671813965	0.0	6.050744932144881E-4	0	0.004121
AC004771.1	102724009	1.1465259827673435E-4	0	0	0	0	0	0	0.000016
AC004846.1	101928123	0.01709499716758728	0.03460620641708374	0.029801323413848876	0.008631319403648377	0.06758304595947266	0.08501402854919433	0	0.034676
AC004889.1	101928605	0.0	0.0	0.0	0.0	0.0	0.0	0	0.000000
AC004890.2	155060	0.07167418174445629	0.001193317398428917	0	0	0	3.249205066822469E-4	4.434983246028423E-5	0.010462
AC004921.1	101927243	0.002295157164335251	0.0011961722373962402	0.0	0.0	0.0	0.0	0	0.000499
AC004930.1	101928211	0.0	0.0	0.0555555534362793	0.0	0.0	1.849796436727047E-4	0	0.007963
AC004949.1	79150	0.0	0.0	0.0	0.0	0.0	6.664000917226076E-5	0	0.000010
AC004967.1	389538	0.005438650734722614	0.0	0.0	6.172839552164078E-4	0.0	7.262749969959259E-4	0	0.000969
AC004967.2	389538	0.0	0.0	0.0	0.0	0.0	6.659563165158033E-5	0	0.000010
AC004980.1	100133091	1.240387000143528E-4	0.0	0.0	0.0	0.0	6.673785392194987E-5	0	0.000027
AC004982.1	101927391	0.0	0.0	0.0	0.0	0.0	1.3324450701475145E-4	0	0.000019
AC004982.2	101927391	1.1457378976047039E-4	0.0	0.0	0.0	2.8620492666959764E-4	1.3326225802302361E-4	0	0.000076
AC005062.1	101927668	2.2906883619725705E-4	0.0011990407854318619	0.0	0.005563187636435032	3.1426776200532913E-4	6.671113893389701E-5	0	0.001053
AC005064.1	101927870	1.1531365104019642E-4	0.0	0.0	0.0	0.0	0.0	0	0.000016
AC005076.1	101927420	0.0	0.0	0.0	0.0	0.0	1.3336017727851867E-4	0	0.000019
AC005083.1	100506098	0.0	0.0	0.0	0.0	2.8636883944272996E-4	0.0	0	0.000041
AC005162.3	100506497	0.6981633022055029	0.4868735122680664	0.69	0.19378881454467772	0.5340974044799804	0.6352332305908203	0	0.462594
AC005176.1	100129935	0.0	0.0	0.0	0.0	2.8620492666959764E-4	0.0	0	0.000041
AC005232.1	101928168	0.0014887769520282746	0.1076555061340332	0	0.022249691486358643	5.727376788854599E-4	6.662225350737572E-5	0	0.018862
AC005357.2	101927151	6.870229076594114E-4	0.001201923042535782	0.0	0.0	0.0	0.0	0	0.000270
AC005381.1	100420587	0.0	0.0	0.0	0.0	0.0	6.67913444340229E-5	0	0.000010
AC005394.2	100420587	1.1462631635367871E-4	0.0	0.0	0.0	0.0	1.3383297249674797E-4	0	0.000035
AC005515.1	400696	0.0	0	0.0	0	0	0.0	0	0.000000
AC005520.2	100506476	0.04788700103759766	0.004784688949584961	0.0	0.0	0.0	1.3342227786779402E-4	0	0.007544
AC005524.1	100420587	4.5832146890461444E-4	0.0	0.0	0.0	0.0	4.662936180830002E-4	0	0.000132
AC005532.1	101927354	0.17576920423656703	0.5119331741333008	0.3841059494018555	0.5740049743652343	0.43581661224365237	0.41867260324768724	0	0.357186
AC005550.2	105375166	1.1454753577709198E-4	0	0	0	0	0	0	0.000016
AC005695.1	101928266	0.07577497005462647	0.008353222012519836	0	0	0	1.3351134955883026E-4	0	0.012037
AC005696.1	105371592	0.0	0.0	0.0	0.0	0.0	0.0	0	0.000000
AC005736.1	102724927	1.1465259827673435E-4	0.0	0.0	0.0	0.0	2.6755042839795353E-4	0	0.000055
AC005740.1	729080	0.0	0.0	0.0	0.0	0.0	0.0	0	0.000000
AC005746.2	101927855	1.1452130042016506E-4	0	0	0	0	0	0	0.000016
AC005759.1	102725254	1.1462631635367871E-4	0.0	0.0	0.0	0.0	2.1483553806319832E-4	0	0.000047
AC005772.1	101928475	0.0	0.001193317398428917	0.0	0.0	0.0	6.663112901151181E-5	0	0.000180
AC005808.1	105372672	1.1457378976047039E-4	0.0	0.0	0.0	0.0	0.0	0	0.000016
AC005821.1	105371855	2.2904260084033012E-4	0.0	0.0	0.0	0.0	6.660450249910354E-5	0	0.000042
AC005837.1	105274304	0.0	0.0	0.0	0.0	0.0	0.0	0	0.000000
AC005865.2	100128253	0.11978345155715943	0.05489260196685791	0.0	0.06983854990452527	0.004295532703399658	0.0040690147504210475	0.0	0.036126
AC006001.3	493754	0.00225739823654294	0.008658008575439453	0.0	0.0	0.03821655988693237	0.0013708536187186837	0	0.007215
AC006012.1	100507468	0.0	0.0	0.0	0.0	0.0	0.0	0	0.000000
AC006019.1	101929998	2.3980814963579179E-4	0	0	0	0	6.668269261717796E-4	0	0.000130
AC006059.1	101928323	6.563402246683836E-5	0	0	0	0	5.3971614106558264E-5	0	0.000017
AC006065.3	100996671	0.0	0.0	0.0	0.001233045607805252	0.0	0.0	0	0.000176
AC006065.4	100996671	0.0	0.0	0.0	0.0	0.0	0.0	0	0.000000
AC006205.2	105369595	1.1457378976047039E-4	0	0	0	0	6.663112901151181E-5	0	0.000026
AC006213.1	101928063	2.2938434965908528E-4	0.0	0.0	0.0	0.0	6.663112901151181E-5	0.0	0.000042
AC006213.2	100505715	0.0	0.0	0.0	0.0	0.0	0.0	0	0.000000
AC006252.1	101929054	0.0	0.0	0.0	0.0	0.0	0.0	0	0.000000
AC006262.1	93429	0.0012615469377487898	0.0	0.0	0.03390875577926636	0.0	0.0	0	0.005024
AC006305.1	642484	3.435639012604952E-4	0.0011961722373962402	0.0033112582564353943	0.0019551149010658265	0.0	0.00186497469432652	0.0	0.001239
AC006329.1	101927746	0.0	0.0	0.0	0.0	0.0	6.684491876512766E-5	0.0	0.000010
AC006333.1	102724555	1.146000437438488E-4	0	0	0	0	8.397924655582756E-5	0	0.000028
AC006372.3	101927914	0.0	0.0	0.0	0.0	0.0	1.3336889445781709E-4	0	0.000019
AC006449.5	100287808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000
AC006487.1	100288866	0.15010201498866083	0.08426966428756714	0.04504504710435867	0.12499999940395355	0.07821637272834778	0.05308686817064881	0	0.076531
AC006504.5	101927151	2.2951571270823478E-4	0.0	0.0	0.0	2.881844341754913E-4	6.668356154114008E-4	0	0.000169
AC006504.7	101927151	0.0	0.0	0.0	0.0	0.0	0.0	0	0.000000
AC007009.1	100505938	0.0	0	0	0.0	0.0	0.0	0	0.000000
AC007038.1	101928020	0.0010310853272676467	0	0	0	0	6.662225350737572E-5	0	0.000157
AC007098.1	100132215	1.146000437438488E-4	0.0	0.0	0.0	0.0	0.0	0	0.000016
